-0.370723	0.915692	0.155151	4.32	#ffdbb3	4Gam CMi
-0.276240	0.673291	-0.685836	3.25	#ffdbb3	Sig Pup
-0.340606	0.777765	0.528270	2.88	#d4dfff	66Alp Gem
-0.340607	0.777768	0.528265	1.98	#d4dfff	66Alp Gem
-0.362462	0.814852	0.452370	4.06	#ffd68b	69Ups Gem
-0.369134	0.848411	-0.379393	4.45	#f9f8ff	HR2906
-0.418110	0.903820	0.091067	0.38	#f9f8ff	10Alp CMi
-0.373053	0.810874	-0.450904	4.50	#bbcbff	HR2948
-0.421615	0.891464	-0.165927	3.93	#ffdbb3	26Alp Mon
-0.381474	0.788136	0.483032	4.28	#ffdbb3	75Sig Gem
-0.400818	0.817750	0.413074	3.57	#fff6ee	77Kap Gem
-0.391511	0.791162	0.469874	1.14	#ffdbb3	78Bet Gem
-0.382918	0.786768	-0.484118	3.96	#d4dfff	3    Pup
-0.349464	0.706659	-0.615230	3.61	#ffdbb3	HR3017
-0.128485	0.269919	-0.954272	3.95	#ffdbb3	Zet Vol
-0.408565	0.801104	-0.437386	4.50	#bbcbff	Omi Pup
-0.416485	0.806105	-0.420398	3.34	#fff6ee	7Xi  Pup
-0.316551	0.613054	-0.723851	4.11	#bbcbff	HR3055
-0.357219	0.670302	-0.650454	3.73	#ffdbb3	HR3080
-0.367487	0.686474	-0.627461	4.49	#bbcbff	HR3084
-0.316858	0.587834	-0.744347	4.24	#bbcbff	HR3090
-0.449680	0.804127	-0.388802	4.20	#f9f8ff	11    Pup
-0.293673	0.525582	-0.798449	3.47	#bbcbff	Chi Car
-0.322062	0.567854	-0.757508	4.41	#bbcbff	HR3129
-0.508112	0.860327	0.040732	4.39	#ffdbb3	HR3145
-0.393333	0.657310	-0.642832	2.25	#afbfff	Zet Pup
-0.481413	0.773849	-0.411581	2.81	#f9f8ff	15Rho Pup
-0.531392	0.845525	-0.052055	4.34	#fff6ee	29Zet Mon
-0.503888	0.798408	-0.329608	4.40	#bbcbff	16    Pup
-0.362782	0.572269	-0.735457	4.27	#bbcbff	Gam1Vel
-0.362958	0.572297	-0.735348	1.78	#fff4ea	Gam2Vel
-0.193113	0.309255	-0.931165	4.35	#bbcbff	Eps Vol
-0.417728	0.647205	-0.637674	4.45	#ffdbb3	HR3225
-0.420779	0.635437	-0.647429	4.44	#ffdbb3	HR3243
-0.553860	0.817164	0.159632	3.52	#ffdbb3	17Bet Cnc
-0.455970	0.660011	-0.597057	4.45	#d4dfff	HR3270
-0.425557	0.592034	0.684395	4.25	#ffdbb3	31    Lyn
-0.295569	0.412415	-0.861715	1.86	#ffdbb3	Eps Car
-0.592250	0.802869	-0.068127	3.90	#d4dfff	HR3314
-0.128615	0.186218	-0.974054	4.07	#f9f8ff	Alp Cha
-0.298198	0.387691	0.872223	3.36	#fff6ee	1Omi UMa
-0.124793	0.177165	-0.976237	4.35	#ffdbb3	The Cha
-0.240263	0.325478	-0.914515	3.77	#ffdbb3	Bet Vol
-0.631778	0.768752	0.099382	4.16	#d4dfff	4Del Hya
-0.637537	0.768212	0.058285	4.44	#ffdbb3	5Sig Hya
-0.464405	0.565150	-0.681860	4.14	#d4dfff	HR3426
-0.524831	0.624897	-0.577976	3.97	#fff6ee	Bet Pyx
-0.442689	0.524656	-0.727161	3.84	#f9f8ff	HR3445
-0.388129	0.461354	-0.797815	3.62	#bbcbff	HR3447
-0.652354	0.755592	0.059282	4.30	#bbcbff	7Eta Hya
-0.324749	0.384913	-0.863933	4.33	#bbcbff	HR3457
-0.625542	0.715275	0.311575	3.94	#ffdbb3	47Del Cnc
-0.547926	0.632589	-0.547364	3.68	#bbcbff	Alp Pyx
-0.582874	0.654798	0.481142	4.02	#fff6ee	48Iot Cnc
-0.483510	0.554258	-0.677507	4.07	#fff6ee	HR3477
-0.660985	0.742025	0.111797	3.38	#fff6ee	11Eps Hya
-0.645373	0.727061	-0.234256	4.32	#fff6ee	12    Hya
-0.380367	0.434860	-0.816222	1.96	#d4dfff	Del Vel
-0.460012	0.519820	-0.719845	3.91	#d4dfff	HR3487
-0.667057	0.738031	0.101712	4.36	#d4dfff	13Rho Hya
-0.364386	0.409308	-0.836475	4.49	#bbcbff	HR3498
-0.599621	0.651332	-0.464997	4.01	#ffdbb3	Gam Pyx
-0.689025	0.717297	0.103583	3.11	#fff6ee	16Zet Hya
-0.471125	0.474398	0.743631	3.14	#d4dfff	9Iot UMa
-0.339068	0.354051	-0.871597	3.84	#bbcbff	HR3571
-0.687433	0.696572	0.205483	4.25	#d4dfff	65Alp Cnc
-0.528743	0.525798	0.666308	3.97	#f9f8ff	HR3579
-0.531808	0.531391	-0.659397	4.45	#fff6ee	HR3591
-0.488375	0.473165	0.733216	3.60	#d4dfff	12Kap UMa
-0.490010	0.472557	-0.732517	3.75	#ffdbb3	HR3614
-0.286140	0.280095	-0.916336	4.00	#d4dfff	Alp Vol
-0.455839	0.421847	0.783745	4.48	#f9f8ff	15    UMa
-0.531091	0.495265	-0.687500	2.21	#ffdbb3	Lam Vel
-0.216115	0.206620	-0.954255	4.48	#f9f8ff	HR3643
-0.381556	0.346682	-0.856870	3.44	#bbcbff	HR3659
-0.344264	0.311950	-0.885533	3.97	#bbcbff	HR3663
-0.749398	0.660887	0.040379	3.88	#bbcbff	22The Hya
-0.258825	0.230605	-0.937993	1.68	#d4dfff	Bet Car
-0.610774	0.517768	0.599059	3.82	#d4dfff	38    Lyn
-0.405358	0.351741	-0.843779	4.34	#ffd68b	HR3696
-0.387181	0.333352	-0.859632	2.25	#d4dfff	Iot Car
-0.634565	0.527505	0.564859	3.13	#ffdbb3	40Alp Lyn
-0.699018	0.562754	0.441227	4.46	#ffdbb3	1Kap Leo
-0.442647	0.364522	-0.819260	2.50	#bbcbff	Kap Vel
-0.777931	0.610049	-0.150547	1.98	#ffdbb3	30Alp Hya
-0.122423	0.088062	0.988563	4.29	#ffdbb3	HR3751
-0.361242	0.273383	0.891497	3.67	#f9f8ff	23    UMa
-0.734644	0.555003	0.390218	4.31	#ffdbb3	4Lam Leo
-0.496618	0.371326	0.784530	3.17	#f9f8ff	25The UMa
-0.604982	0.461290	-0.649006	3.60	#f9f8ff	Psi Vel
-0.495649	0.364007	0.788563	4.50	#d4dfff	26    UMa
-0.433451	0.328942	-0.838998	3.13	#ffdbb3	HR3803
-0.411844	0.303513	-0.859223	4.08	#bbcbff	HR3825
-0.528344	0.380960	-0.758763	4.35	#d4dfff	HR3836
-0.818630	0.573974	-0.019944	3.91	#ffdbb3	35Iot Hya
-0.809799	0.560993	0.171795	3.52	#f9f8ff	14Omi Leo
-0.762796	0.505594	0.403133	2.98	#fff6ee	17Eps Leo
-0.384106	0.256054	-0.887074	3.69	#fff6ee	HR3884
-0.435081	0.274543	0.857514	3.80	#f9f8ff	29Ups UMa
-0.352580	0.230938	-0.906838	3.01	#d4dfff	Ups Car
-0.818568	0.514093	-0.256233	4.12	#fff6ee	39Ups1Hya
-0.763758	0.473719	0.438480	3.88	#ffdbb3	24Mu  Leo
-0.498055	0.296714	-0.814802	3.54	#bbcbff	Phi Vel
-0.720143	0.385207	0.577070	4.48	#d4dfff	21    LMi
-0.844117	0.451980	0.288410	3.52	#d4dfff	30Eta Leo
-0.869349	0.462703	0.173605	4.37	#ffdbb3	31    Leo
-0.882803	0.469699	-0.006487	4.49	#d4dfff	15Alp Sex
